coin,date,VPDReplay,MomentumCore,MaxPriceReturn%,DayReturn%,Vol3/10,TodayValue/10,IntraAccel,WPI5,VWPI5,LowerDays5,UpperDays5,LowerWickTotal5,UpperWickTotal5,D1%,D3%,D5%,MFE5%,MAE5%
ORCA,2026-07-26,42.0,→,0.75,0.23,0.76,0.61,0.62,22.63,17.31,3,2,1.5966,1.0073,-1.38,-6.34,-7.72,0.98,-7.89
ORCA,2026-07-27,51.0,↓,0.98,-1.38,0.93,1.1,1.26,10.21,8.14,2,3,1.5085,1.2289,-1.52,-4.03,-7.65,0.18,-8.76
ORCA,2026-07-28,35.0,↓,0.18,-1.52,0.88,0.78,0.84,-15.36,-16.82,1,4,1.0964,1.4943,-3.56,-4.98,-7.35,0.53,-7.53
ORCA,2026-07-29,51.0,↓,0.53,-3.56,1.03,1.11,1.27,5.45,0.85,2,3,1.3559,1.2158,1.05,-2.77,-5.35,2.21,-6.27
ORCA,2026-07-30,36.0,→,2.21,1.05,0.88,0.7,0.71,2.16,-0.95,2,3,1.3463,1.2894,-2.5,-4.93,-5.48,0.3,-7.24
ORCA,2026-07-31,24.0,↓,0.3,-2.5,0.96,0.86,0.95,-6.28,-4.91,2,3,1.2744,1.4452,-1.31,-3.93,-3.93,1.75,-4.87
ORCA,2026-08-01,20.0,→,1.75,-1.31,0.75,0.54,0.59,-6.49,-5.12,2,3,1.0174,1.1586,-1.2,-1.77,-3.23,1.52,-3.73
ORCA,2026-08-02,20.0,↓,1.52,-1.2,0.74,0.64,0.85,0.09,7.28,2,3,1.1881,1.186,-1.47,-1.47,-3.97,0.0,-4.23
ORCA,2026-08-03,29.0,→,0.0,-1.47,0.78,0.86,1.11,-36.15,-28.21,1,4,0.7367,1.5708,0.91,-0.58,-0.52,7.8,-2.79
ORCA,2026-08-04,27.0,→,1.36,0.91,0.81,0.67,0.89,-27.15,-26.08,1,4,0.8577,1.4971,-0.9,-3.41,-4.64,6.83,-5.02
ORCA,2026-08-05,20.0,↓,0.32,-0.9,0.85,0.75,0.93,2.9,5.17,2,3,1.2173,1.1487,-0.58,-0.52,-2.73,7.8,-4.16
ORCA,2026-08-06,20.0,↓,0.19,-0.58,0.74,0.61,0.75,14.75,17.96,3,2,1.4775,1.0977,-1.96,-3.2,-3.92,8.43,-4.77
ORCA,2026-08-07,20.0,↓,0.33,-1.96,0.67,0.42,0.55,25.4,27.8,4,1,1.598,0.9507,2.07,-0.2,-3.53,10.6,-3.6
ORCA,2026-08-08,69.0,↑,10.6,2.07,1.89,4.4,6.36,40.33,48.7,4,1,1.6354,0.6954,-3.27,-3.98,-4.51,0.0,-5.68
ORCA,2026-08-09,41.0,→,0.0,-3.27,1.64,1.02,0.69,-8.09,-57.65,3,2,1.2591,1.4806,1.08,-2.3,-2.5,1.82,-3.78
ORCA,2026-08-10,32.0,↑,1.82,1.08,1.61,0.35,0.22,-15.06,-63.55,3,2,0.9495,1.2862,-1.8,-2.34,-1.34,5.21,-4.81
ORCA,2026-08-11,5.0,↓,0.13,-1.8,0.73,0.67,0.39,-39.58,-73.88,2,3,0.7022,1.6222,-1.56,-1.77,-1.56,7.14,-3.06
ORCA,2026-08-12,29.0,↓,0.95,-1.56,0.7,0.97,1.36,-39.78,-74.62,2,3,0.6117,1.4198,1.04,2.07,4.77,8.85,-1.52
ORCA,2026-08-13,3.0,→,2.21,1.04,0.78,0.63,0.96,-47.48,-76.51,2,3,0.5355,1.5035,-1.23,-1.03,1.3,7.73,-2.53
ORCA,2026-08-14,5.0,↓,0.27,-1.23,0.82,0.72,0.93,-29.19,-23.37,2,3,0.6599,1.2039,2.29,4.99,5.33,9.07,-0.69
ORCA,2026-08-15,65.0,↑,9.07,2.29,1.4,2.73,3.48,-12.31,-9.45,2,3,1.0162,1.3015,-2.03,0.27,7.79,7.99,-2.91
ORCA,2026-08-16,20.0,↓,0.07,-2.03,1.14,0.45,0.4,-25.52,-57.41,2,3,0.9645,1.6254,4.77,5.11,19.35,19.97,-0.21
ORCA,2026-08-17,53.0,↑↑,4.98,4.77,1.23,0.9,0.81,-26.14,-59.67,2,3,0.9504,1.6232,-2.31,5.01,11.35,21.37,-3.36
ORCA,2026-08-18,46.0,↓,0.13,-2.31,0.81,1.1,0.96,-18.44,-56.04,2,2,0.9641,1.4001,2.7,16.61,19.11,24.24,-1.08
ORCA,2026-08-19,47.0,↑,3.65,2.7,1.06,0.78,0.8,7.29,-38.54,3,1,1.0813,0.9344,4.67,10.98,17.75,20.97,-0.26
ORCA,2026-08-20,58.0,↑,4.87,4.67,1.13,1.25,1.14,-10.95,-47.72,3,1,0.8321,1.0368,8.48,10.8,8.79,15.89,-0.57
ORCA,2026-08-21,59.0,↑↑,9.05,8.48,1.28,2.21,2.09,44.68,47.32,4,0,0.8995,0.3439,-2.26,3.71,3.76,6.83,-8.28
ORCA,2026-08-22,72.0,→,6.54,-2.26,1.64,2.51,2.13,28.11,29.25,3,1,0.6367,0.3573,4.5,2.61,5.81,9.3,-3.85
ORCA,2026-08-23,72.0,↑↑,5.92,4.5,1.95,2.6,1.69,12.62,4.57,3,2,1.003,0.7782,1.53,1.59,-0.57,4.59,-4.42
ORCA,2026-08-24,55.0,↑,1.93,1.53,1.53,1.06,0.61,12.73,16.15,3,2,1.1672,0.9037,-3.29,-0.28,-0.11,3.02,-5.86
ORCA,2026-08-25,66.0,→,3.02,-3.29,1.45,1.73,1.12,35.33,30.3,3,2,1.6266,0.7774,3.46,1.27,,5.66,-2.66
ORCA,2026-08-26,44.0,→,3.93,3.46,1.07,0.77,0.5,22.42,17.06,2,3,1.7297,1.096,-0.33,-0.17,,2.12,-3.57
ORCA,2026-08-27,37.0,↓,2.12,-0.33,0.93,0.63,0.58,31.33,22.72,3,2,2.1181,1.1074,-1.79,,,1.29,-3.25
ORCA,2026-08-28,43.0,↓,1.29,-1.79,0.62,0.58,0.59,38.0,33.03,4,1,2.2762,1.0227,2.0,,,3.08,-1.03
ORCA,2026-08-29,32.0,→,3.08,2.0,0.47,0.24,0.37,30.35,23.85,4,1,2.1729,1.1612,,,,,
DKA,2026-07-26,27.0,↓,0.36,-1.07,0.33,0.31,0.95,3.64,21.91,3,2,1.7675,1.6434,-6.51,-15.73,-14.1,1.08,-17.54
DKA,2026-07-27,40.0,→,1.08,-6.51,0.89,1.78,3.85,-10.37,3.05,2,3,1.515,1.8656,-3.09,-10.83,-8.7,7.74,-11.8
DKA,2026-07-28,62.0,→,7.74,-3.09,2.29,4.44,5.43,-20.43,-10.5,2,3,1.14,1.7254,-6.99,-5.19,-6.19,4.79,-8.98
DKA,2026-07-29,44.0,↑,4.79,-6.99,2.36,1.64,0.89,-41.61,-56.67,1,4,0.8201,1.9889,-1.07,1.29,0.64,7.73,-2.36
DKA,2026-07-30,35.0,→,2.15,-1.07,1.92,0.6,0.29,-45.56,-57.01,1,4,0.6061,1.6207,3.04,1.95,1.74,8.89,-1.3
DKA,2026-07-31,25.0,↑,3.47,3.04,0.99,0.56,0.3,-40.52,-54.45,1,4,0.7023,1.6592,-0.63,-1.26,-1.05,5.68,-4.21
DKA,2026-08-01,7.0,↓,0.84,-0.63,0.53,0.23,0.24,-32.03,-51.28,2,3,0.7912,1.5369,-0.42,-0.64,-0.21,6.36,-3.6
DKA,2026-08-02,15.0,↓,3.81,-0.42,0.56,0.68,1.33,-26.88,-54.33,1,3,1.1277,1.9568,-0.21,0.0,-0.64,6.81,-3.19
DKA,2026-08-03,57.0,→,6.81,-0.21,1.24,2.55,5.12,-19.51,-28.1,1,3,1.2902,1.9156,0.0,0.43,0.21,4.05,-1.71
DKA,2026-08-04,41.0,→,3.2,0.0,1.22,0.8,0.85,-21.57,-31.6,1,3,1.4687,2.2767,0.21,-0.43,-0.21,4.05,-1.49
DKA,2026-08-05,32.0,→,3.2,0.21,1.16,0.54,0.49,-24.29,-33.74,1,3,1.4795,2.4288,0.21,0.0,-0.85,3.83,-1.28
DKA,2026-08-06,27.0,→,1.06,0.21,0.69,0.71,0.66,-31.28,-37.12,0,4,1.5523,2.9652,-0.85,-0.64,-1.49,3.61,-2.34
DKA,2026-08-07,22.0,↓,1.91,-0.85,0.57,0.36,0.53,-38.45,-38.31,0,5,1.2907,2.9037,0.64,-0.21,-1.5,4.5,-1.93
